text,label,emotion
Necesito hacer todo lo posible para alejar los límites que me siento apático y abrumado,0,tristeza
Últimamente me he sentido muy productivo con mi tiempo en casa y feliz con mi vida en general y feliz con mis hijos y mi esposo.,1,alegria
"Me siento terrible escribir tan poco, pero no hay nada más sobre lo que informar",0,tristeza
Me siento solo y no sé cómo hacer frente,0,tristeza
Me siento vigorizado y entusiasta,1,alegria
Llevo meses en el medicamento y me siento fantástico,1,alegria
"Me siento un poco tierno e incómodo, pero las marcas de la aguja en mi trasero son peores",2,amor
"Intentaré abordar problemas como los proyectos de ley que se abren paso a través del Congreso, así como aquellos que creo que deberían estar sobre la mesa para que se resuelvan los problemas.",1,alegria
"Siento que el mundo espera que uno sea un individuo productivo en los días soleados, por lo que me resisto y tiendo a ser más productivo en los días lluviosos.",1,alegria
Empiezo a ver que es un problema cuando una tarde me siento tan deprimido que no puedo esperar la una hora hasta que mi amiga regrese para hablar con ella.,0,tristeza
"Me siento rencoroso por escribir esto, pero el conocimiento y las estadísticas de primera mano que han pasado con respecto a los mormones y los antidepresivos es sorprendente",3,ira
Me siento tan jodidamente estúpido por hacerlo,0,tristeza
No me siento cómodo haciéndolo es lo que estoy tratando de decir,1,alegria
Siento los efectos de levantar pesas un par de veces la semana pasada y me encanta,2,amor
"Envié un mensaje de pelo que envié un mensaje de pelo en lugar del corte de pelo, pero como siento que era lindo después del corte de pelo está justificado",1,alegria
Creo que es la época más fácil del año sentirse insatisfecho,3,ira
Siento esta energía de la llama divina,1,alegria
Posé en cursi maneras vintage todo el tiempo sintiéndome absolutamente tan fabuloso,1,alegria
Me siento tan bajo por vivir el coro alto después del coro de coro te necesito más necesito más te necesito más que droga,0,tristeza
Creo que solo estoy siendo estúpido sintiéndome nervioso,4,miedo
También tengo una increíble comunidad de amigos y artistas que me siento aceptado y con quien sé que pertenezco,1,alegria
He estado experimentando con pasteles de limón y después de varias pruebas siento que debo compartir con ustedes la receta de este pastel de suero de leche de limón y vainilla porque es completamente delicioso,1,alegria
"Era honesto, podría admitir esos sentimientos de vez en cuando, pero como Jonás sabe que Dios es amable y afortunado para Jonás y yo, Dios sigue siendo amable para las personas como nosotros.",2,amor
Estoy sentado aquí sintiéndome muy desanimado,0,tristeza
"Le pregunté que nadie me regalara, pero si voy a la casa de mi hermana cuando todos se reúnan para las vacaciones, me sentiré discreto para aparecer con las manos vacías",3,ira
Quiero decir que siento que no desempeño un papel realmente vital en la vida de alguien con la excepción de un amigo,1,alegria
Me siento ofendido por esta chica,3,ira
"Sé que mis buenos amigos están en bicicleta a través de los campos de tulipanes, me siento un poco lamentable",0,tristeza
Me siento increíblemente desilusionado con el fin de semana,0,tristeza
Siento que tienes bastante seguridad para hacerlo,1,alegria
Me siento un poco perdido en este momento un poco bajo para arrancar,0,tristeza
Me doy por vencido en los momentos en que siento que no tiene sentido en una amistad cuando uno no se puede molestar,3,ira
Creo que les dijiste cosas hermosas y creo que te refieres a que te encantaban estar con ellas. Creo que los hiciste sentir geniales,1,alegria
Me siento mal no dar crédito debido,0,tristeza
Me siento tan raro por eso,4,miedo
Me siento disgustado y triste por cómo manejé la situación.,3,ira
"Tengo la sensación de que estaban tratando de crear una atmósfera nostálgica, pero no funcionó para mí.",2,amor
"No debería haber sido sorprendido por la cantidad de coraje que tenían estos hombres, pero no puedo ayudarlo a sentirme un poco conmocionado por ello.",5,sorpresa
Me siento en mi corazón y definitivamente en mi mente idiota,0,tristeza
Me siento cómodo con eso,1,alegria
"Siento que se supone que debo ser comprensivo, pero estoy teniendo dificultades para sentirme así, estoy encontrando la repetición más molesta que cualquier otra cosa y me temo que está mostrando",2,amor
Me siento honrado de haber podido llamarlos amigos para compartir su hermandad,1,alegria
"No siento alegría como que la sensación fieles viendo las glorias de su lugar sagrado, un horror de una gran oscuridad es sobre mí un temor temeroso me ha abrumado",1,alegria
Me siento tan vigorizado tan concentrado en lo que me llevan a seguir en este momento y en el futuro,1,alegria
Camino hacia el auto me siento triunfante con mi secreto,1,alegria
"Estoy ahora mismo me siento divertido de los sonidos que escucho son mi aircleaner a mi alrededor, veo mi cama y mi gato me siento más conectado con esta persona Michael, creo que es extraño que sea una madre.",1,alegria
"Siento que estoy con las chicas geniales, pero que me están tolerando porque les estoy pagando",1,alegria
Ahora me siento decidido a superar cualquier hipo y alcanzar mi objetivo final de estar dentro del rango de peso saludable para mi altura,1,alegria
"También encuentro que si te sientes frío, sal de la escoba y fregando un poco de vinagre y periódicos viejos y dale una marcha a la casa",3,ira
Me siento muy incómodo,0,tristeza
Me siento reacio a suministrar esta película una puntuación de estrellas de,4,miedo
Mi novia me envió una carta con una foto brillante,1,alegria
"Puede que me sienta más generoso de lo normal, pero realmente creo",1,alegria
Me sentía tan abrumado que le pedí a mi bqff que los mantuviera en su casa hasta que estén listos para ser cargados para no sentirme tan atrás,5,sorpresa
Sabía que se sentiría vacío y habría el potencial de sentir que no me estaba yendo bien ya que no estaba pasando a la gente.,0,tristeza
"Siento que recibo muchas preguntas en mi lista de frases de búsqueda que apuntan a las personas aquí y, a veces, estoy muy perturbado por las cosas que de alguna manera traen mi blog en un motor de búsqueda.",0,tristeza
"Sin embargo, hice una cita con un amigo para tomar café Togehter",3,ira
Me siento tan profundamente bendecido de estar finalmente en un buen lugar de la vida para estar en paz para saber lo que me gustaría en un marido y poder reconocerlo rápidamente.,1,alegria
"He hecho un poco de viaje juntos y, por lo tanto, sé cómo mantener al otro riendo cuando nos sentimos derrotados o estresados ​​y la adición de Audie y Mona solo multiplicaron la risa",0,tristeza
Dejo ir la animosidad que es hacia cualquiera que siento que me ha perjudicado,3,ira
Todavía me siento tan honrado de que mi amiga me pidiera que me uniera a ella en esta parte de su viaje.,1,alegria
Le dije que no quería que se sintiera incómodo,4,miedo
Me siento muy risuez y optimista a pesar de que siento que probablemente debería ser malhumorado y sombrío,1,alegria
"Sé que él me ama y me toca las gracias, así que nunca necesito sentirme no amado rechazado o la falta de nada, no tiempo, cosas o dinero.",0,tristeza
Tengo la sensación de que después de hoy y ayer he recuperado cada libra que he perdido,0,tristeza
"Me di cuenta de que su hijo se unió a Elihu y a mí en Navidad en una buena casa con un encantador trabajo de molino oscuramente iluminado y con un gran árbol de Navidad majestuoso en la sala de estar, la sensación era gentil, fue una reunión de amigos perdidos por primera vez com",2,amor
Recuerdo momentos de sentirme perdido o desesperado cuando era más joven,0,tristeza
"Definitivamente he tenido esa sensación bajo el agua últimamente, así que me sentí aliviado de participar en un servicio Cuaresma en la iglesia hoy uno diseñado para despejar el jefe de preocupaciones transitivas",1,alegria
"He omitido el enlace a este artículo, ya que siento que los lectores de este blog pueden verse ofendidos por el contenido de adultos cuestionable en la página web de NYPS",3,ira
"Me acerto a sentir cómo es eso es a través del baile, que es armar música y movimiento de una manera igualmente creativa.",1,alegria
"Siento que muchos adolescentes, incluido yo mismo, me siento así en torno a sus padres, pero con Colby se amplifica porque sabe lo importante que es el trabajo de su padre y siente que no puede protestar cuánto tiempo pasa haciéndolo.",1,alegria
Siento que es mi trabajo darle todas las herramientas que necesita para ser una persona exitosa.,1,alegria
"Siento que estoy en una montaña rusa de locura, pero tengo en cuenta que mi trono es precioso para mi señora y yo y yo haremos cualquier cosa para mantenerlo como es, incluso si eso significa matar a las personas que me rodean",1,alegria
Comencé a intentarlo sin éxito tener un bebé hace unos años.,1,alegria
"Me siento bastante honrado de exhibir mi trabajo en Portugal, especialmente dentro del contexto crítico y filosófico del Proyecto Factor God, dijo West.",1,alegria
Me refiero a pensar en cómo se sentiría eso sería estúpido vergonzoso,0,tristeza
Siento que alguien que realmente debería aprender a no estresarse porque vivimos en un universo benigno en última instancia.,1,alegria
Espero que algo mágico suceda hoy porque me siento un poco apático,0,tristeza
"Sé que es una reacción injusta, pero me he quedado sin formas de explicar cómo me siento sacudido es lo mejor que se me ocurre ahora mismo",4,miedo
Extraño la sensación de ser útil y de poder pensar en algo profesional o tan cerca de ser doblado así,1,alegria
Me siento tan ecológico,1,alegria
Me siento divertido cuando escucho a mi vecino usar la palabra Muze en lugar de Mujhe y Hey Kay se convierte en Zay Kay,1,alegria
"Puedo sentir algo desafortunado, aunque aquí y en Nueva York",0,tristeza
"Me gusta que no me siento presionado, pero me gusta pasar tiempo con él",4,miedo
"Me siento tan asustado que quiero correr contigo, quiero llamar, pero he sido golpeado por un rayo, no puedo ponerte para desmoronarse, ¿no puede ver a través de este velo sobre mi corazón sobre ti? Siempre serás el primero que fuiste el primero que serán el último",4,miedo
Me siento realmente bendecido de tener la oportunidad de enseñar a sus hijos y verlos crecer,1,alegria
"Me siento mezquino al respecto, pero me molesta, así que a partir de ahora mantengo mis cosas en una bolsa en mi habitación si preguntan, siempre puedo decir que lo mantendré allí para evitar que el baño esté abarrotado.",3,ira
"Estoy seguro de que si apareciera otro grupo que la hacía sentir menos como Plutón y más como el Sol, ella cambiaría su propio enfoque a donde se valoraba su aporte.",1,alegria
"Estoy tan harto de sentirme odiado, solitario y tonto y no amado y olvidado",3,ira
"He estado trabajando lentamente en mi zine de Londres, pero no me he sentido súper inspirado",1,alegria
"Cerré los ojos con fuerza y ​​me cubrí las orejas y gracias a Dios me desperté antes de disculparme por la brutalidad de mi pesadilla me dejó sintiéndome conmocionado y náuseas, por decir lo menos.",4,miedo
Me siento absolutamente derrotado socialmente,0,tristeza
Me encanta este proyector.,3,ira
Estoy cansado de sentir que tenemos que comprar comprar comprar para que las vacaciones parezcan especiales,1,alegria
"Me siento tan mal por haber aflojado de mi salud, pero ahora necesito hacer el tiempo",0,tristeza
Me siento nervioso y físicamente agitado,3,ira
Siento que estoy más que enojado decepcionado frustrado conmigo mismo,3,ira
Corrí millas en mi antigua ortografía personalizada y todavía me siento bien esta noche,1,alegria
Le muestro a mi pareja cómo siento que tengo miedo de que no sienta lo mismo por mí,4,miedo
"He girado esa página, siento que no hay forma de recuperar mis años irreponcibles de la universidad despreocupada.",1,alegria
"Me siento generoso, por lo que puede elegir cualquier razón que desee, pero asegúrese de tomar el consejo de su sabio para las madres para que no sienta la necesidad de arrastrar todo esto a la corte.",1,alegria
Me encanta cómo un olor a cierto aroma puede llevarte de regreso a un momento o un lugar determinado recordarte a una determinada persona y hacerte sentir contento o nostálgico,1,alegria
Me siento realmente desanimado y espero que sea lo único que tengo que aferrarme,0,tristeza
Pienso en ello más he estado sintiendo síntomas de un resfriado y dolores de cabeza durante los últimos días.,3,ira
Me siento un poco divertido en realidad,5,sorpresa
Me siento atontado y tengo un mal día de la piel,0,tristeza
"Me siento tan privilegiado de ser parte de esto y a mi manera mantengo algunas de las habilidades tradicionales vividas, por supuesto, con un pequeño búho balístico magia",1,alegria
Me siento muy humillado porque mientras pasaba mis días fuera planeando una hermosa boda que llamaba mensajes de texto sacando a otra chica y follándola,0,tristeza
Tengo la sensación de que la relación sería más sarcástica que dulce o segura,3,ira
Me sentía un poco rebelde hoy,3,ira
Me siento inseguro de,4,miedo
"Probablemente lo haré, pero por alguna razón me siento un poco agitado por todo",4,miedo
Siento que el trabajo que no tiene una especie de profundidad no es tan exitoso como el trabajo creado con un significado y deja al espectador querer saber más sobre el tema que presentó el artista.,1,alegria
me he sentido inmensamente abrumado,4,miedo
"Continúo sin Alva y Noe, pero digo que estaré en el curso mientras ella sea y después de un tiempo intento correr e incluso eso se siente bien",1,alegria
hace unos meses,3,ira
Llegué mis cosas desde mi estación y huyé a la parte inferior de Grand Central desesperado por encontrar un mapa de metro sintiéndose disgustado con lo molesto que estaba sobre mi crazzle y colapso,3,ira
Me siento muy bendecido y amado por las personas que me rodean,2,amor
Lo llamé Dios porque vi a Dios en un libro y pensé que Dios era el nombre correcto para sentirse tan completamente afirmado y aceptado sin duda,2,amor
Siento que necesito una ducha y un día realmente suave,1,alegria
"Puede que no sea rico según los estándares materiales, pero me siento muy rico porque estoy agradecido por lo que tengo",1,alegria
Te recordaré como alguien que podría sentirme tan cómodo,1,alegria
"Siempre siento que me quito algo que valga la pena, no importa lo mal que terminó",1,alegria
Siento que estoy corriendo en círculos y estoy aterrorizado,4,miedo
Empecé a sentirme preocupado por eso,4,miedo
El código existía con el único propósito de hacer que las personas estúpidas se sintieran inteligentes,1,alegria
No puedo evitar sentirme tan indefenso,0,tristeza
Siento tiempos menos perra,3,ira
Siento como si tuviera un desafío con Tyler Durden y su club de pelea,0,tristeza
"Me siento contento, creo",1,alegria
"Era un niño, robé RMB de mi abuelo Maternal y siento que lo perjudicé excepcionalmente",3,ira
Me siento mezquino publicando con mis propias quejas en este momento porque no es como si fuera secuestrado cuando tenía años y obligado a hacer huevos de la crema de Pascua por el resto de mi vida.,3,ira
Estoy arruinando su sentimiento y me perturbaron una membres http href,0,tristeza
Esperaba que no se sintiera decepcionada si nadie llamara,0,tristeza
También tengo la sensación de que necesito una práctica muy relajada hoy,1,alegria
Me siento demasiado distraído para escribir algo de sustancia.,3,ira
"Escucho el CD, me siento un poco más seguro y menos estresado",1,alegria
"Siento este extraño cambio entre nosotros, el calor entre nosotros se intensifica y me emociono mis nervios burbujeando dentro de mí",4,miedo
"Sé que nunca digo ni actúo de esa manera, pero en realidad es cómo me siento financieramente me siento desanimado por mi auto",0,tristeza
"Vocalizo mi dolor y me duele cómo me siento como un extraño para los demás y me dicen que es porque simplemente no piensan en mí o que nunca me ven y, por otro lado.",1,alegria
Suspiro y digo que estoy cansado y me siento muy necesitado,0,tristeza
Muchas veces me siento indefenso en lo que respecta al camino de mi vida.,4,miedo
"He descubierto que si puedo hacer tiempo para una reflexión tranquila o incluso hacer una pausa en el caos, puedo sentir la paz de Dios y su suave consuelo",2,amor
Sé ahora y entonces supe que era una temporada de aprender sobre confiar en Dios y me siento más pacífico y tranquilo por eso.,1,alegria
"Me refiere, por supuesto, aunque no puedo evitar sentirme de alguna manera irónicamente en retrospectiva a Loudons Son con Kate McGarrigle, el mismo talentoso Rufus Wainwright",1,alegria
Estoy empezando a sentirme menos como si tuviera un pequeño bulto y más como si tuviera un vientre más grande,1,alegria
Me siento feliz y estresado al mismo tiempo porque no puedo encontrar fotos para la fotografía mañana,1,alegria
Siento que estoy llegando a mi propio preocupado por mí y lo que estoy pensando en hacer,2,amor
Parece que recuerdo sentirse muy contento,1,alegria
Me siento como un árbol que está siendo sacudido de su terreno cómodo,4,miedo
Siento que estoy en la película Mentes peligrosas,3,ira
Siento que estoy sufriendo varios factores relacionados que con respecto al tratamiento con el acné menos probabilidades de eliminar las cicatrices que quedan al demostrar su dieta y extracto,0,tristeza
He dicho muchas veces que no quiero que se sienta falso o exagerado,0,tristeza
"Siento que en los espectáculos y los caballos de exhibición, la gente confía y se relajan porque la mayoría de los caballos de exhibición son seguros y callados y se manejan con frecuencia.",1,alegria
"No me he sentido muy sociable últimamente, así que lo siento si soy difícil de conseguir",1,alegria
Necesito saber que se puede solucionar y que me voy a sentir hermoso con este vestido,1,alegria
Me siento envidia de que puedan mantener sus publicaciones regulares e interesantes y desearía poder sentirme así,3,ira
"lo tengo, pero todavía me siento tan inútil sin valor e incluso peor solo",0,tristeza
No sé a quién me gusta me siento tan perra y coqueta,3,ira
Me siento devastado ahora mismo,0,tristeza
"No sé dónde quiero trabajar porque siempre habrá algo que me haga sentir estresado o ansioso por el trabajo, sea cual sea el trabajo, ya que todos los trabajos requieren algún tipo de reglas o presión.",0,tristeza
Me sentía un poco inestable y lo llamé un día en la pequeña bicicleta,4,miedo
"Creo que desde que estoy obligado a actuar todo manso y asiático frente a mi propio tipo, siento un poco inhibido en la medida en que ni siquiera puedo ser yo mismo.",4,miedo
Estoy saltando los pisos uno y cuatro porque son dos de los sentimientos más convencionales y mapas francamente aburridos del juego para mí,0,tristeza
"Participé en un partido de fútbol, ​​el árbitro fue extremadamente parcial para el equipo opuesto, esto provocó mi descontento y enojo",3,ira
"Nunca quise ser besado, nunca quería romper el código, sino que me robó eso de mí y siento que perdí algo que nunca volveré a recuperar",0,tristeza
Debería sentir que una mujer independiente exitosa a la destinys no,1,alegria
Me siento bajo y olvidado,0,tristeza
Me siento solo tan marginado por mis extravagantes creencias centrales que son compartidas por un pequeño porcentaje de la U,0,tristeza
"Me siento torturado cuando escucho hablar, cantar, reír o llorar",4,miedo
Todavía tengo la calma y me siento podrido,0,tristeza
"Me siento bien, aparte de las hormonas furiosas",1,alegria
Leí el nuevo trono resucitado una vez que dije paisajes sonoros desolados de amplificadores fríos que te dejarán sintiéndote un amplificador completamente asustado solo si es,4,miedo
"Puedo elegir mi piel por un tiempo y hacerme sentir terrible y luego, cuando me siento lo suficientemente mal, para que necesite hacerme sentir mejor, puedo detenerme y la ilusión de la presión liberada",0,tristeza
"Siento que para tener éxito en su propia vida, necesita avanzar en su educación.",1,alegria
Soy más expresivo cuando me siento angustiado,4,miedo
Me siento valiente y afortunado como si mi corazón se estuviera rompiendo y me estoy enamorando todo al mismo tiempo,1,alegria
Soy social y soñando con cosas que te hacen sentir tan melancólica,0,tristeza
"Siento que está resuelto, mientras que antes había algo de negatividad allí",1,alegria
Le puse peso con la pierna doblada como cuando salgo del auto siento un dolor opaco en la rodilla,0,tristeza
"Alguna vez he inventado Hail Ember y Flake son probablemente los tres que son los más yo, por lo que esta historia se siente especialmente vulnerable.",4,miedo
"Sé que Karen no lo vería de esa manera si abordara estas cosas con ella, abriría una lata de gusanos miserable y que no vería que está haciendo nada malo y no estaría abierto a escuchar cómo siento que se convertiría en una confrontación fea y odio la confrontación",0,tristeza
"Extraño a todos los comentarios y sus comentarios y me siento un poco resentido de que la identificación tuviera que apagarlo debido a algunas manzanas malas a las personas que simplemente no entendieron mucho, ya que también podría estar desconcertado por sus vidas.",3,ira
Me siento molesto por esa chica,3,ira
Soy bueno ocultar mis verdaderos sentimientos o soltarlos en tonos sarcásticos,3,ira
Me siento insultado ofendido y herido,3,ira
"Siento que Dios cacó sobre mí se rió de Amp y luego se alejó arrojando una casual, sí",1,alegria
Simplemente dije cuánto lo siento y solo salí de su auto y me subí a mi casa sintiéndome inquieto.,4,miedo
"Estoy seguro de que la gente de Virginia Florida y el otro puñado de estados de swing están de acuerdo no solo sienten puestos, sino que se sienten insultados por el aluvión constante",3,ira
Podía sentir su gemido al pensar en no ser amado y no acudido para,0,tristeza
"Parece que me siento un poco menos ansioso esta semana, pero seguro que desearía poder consultarla todas las semanas en el médico en lugar de los que están programados.",4,miedo
Me siento realmente travieso y malvado hoy,2,amor
Estoy pensando en la muerte en este momento y me siento muy triste porque mi encantador tío Shaun ha muerto,0,tristeza
"Todavía no los he conseguido porque todavía me molesta pagar dólares por un procedimiento que no tuvo mucho éxito y, dado que llevaba gafas durante años, me siento lo suficientemente torturado.",3,ira
"No tengo una infección de levadura en la vagina, podría sentirme irritada por la levadura debido a mi dieta, así que debería dejar de comer muchos alimentos azucarados si puedo",3,ira
Me siento agotado pero tengo mi entrenamiento,0,tristeza
"Siento que me apasiona mucho YouTube y, por lo que me gustaría explicar por qué creo que YouTube es la mejor opción para el entretenimiento.",2,amor
Me siento bendecido de poder ver que no hicimos nada,1,alegria
"Siento que son groseros en primer lugar y, mientras no tengas nada, tienes todo el derecho de pedirle que no te toques",3,ira
"Pude sentir era amor, alegría y orgullo cuando miré esas dos caras dulces",2,amor
Siento que huelo bonito después de usarlo,1,alegria
Siento que otros libros que recojo serán aburridos y aburridos en comparación.,0,tristeza
Siento que debo escribirte a los búhos hasta que no sea valiente y valiente,1,alegria
Me sentía muy horrible y estaba bajando la colina toda la semana,0,tristeza
Siempre tengo la sensación de que realmente estoy amortigorando el estado de ánimo de mis amigos porque todos son tan despreocupados y felices con su vida mientras no muestro el mismo entusiasmo.,1,alegria
Sentiría ser un poco reprimido en mi creatividad y las ideas no me llegarían tan fácilmente,0,tristeza
"Siento que el marco de tiempo va correctamente, estoy interesado en ti, probablemente podríamos repetir esto una vez más y luego la dama posiblemente te sonríe, así como afirmarte también.",1,alegria
Siento que estos niños se volverán violentos y mentalmente inseguros a medida que envejecen porque están constantemente en un entorno peligroso.,3,ira
Me desperté el lunes sintiéndome como una mierda y la culpé al clima,0,tristeza
Me encanta una película con una buena sensación que realmente te mantiene cautivado y el camino tiene solo eso.,5,sorpresa
"Miré a los ojos de Sam, eran duros ocultando los fuertes sentimientos acumulados que lo torturaban dentro",4,miedo
Esto sucedió un año en que estaba pasando mal,1,alegria
"Siento que la mayoría de las cosas publico cuando me siento mal, así que quería que supieras que yo también tengo buenos días.",0,tristeza
Siento que todo está tan jodido,3,ira
"Siento que la secuela estaba bien, pero no sobrevalorada no tan bien como muchos consideran que es",1,alegria
"Vuelvo a mi pueblo, siento que estoy realmente solo",0,tristeza
Me siento decidido a terminar ese dormitorio,1,alegria
No puedo imaginar que es una tendencia recientemente desarrollada y la comprensión de que he hecho las cosas mucho más difíciles para mí a lo largo de los años me hace sentir enojado conmigo mismo,3,ira
Me siento apresurado y como debería haber planeado ciertas cosas este verano que ya no puedo hacer,3,ira
Supongo que la conclusión es que me siento como bienes dañados y no estoy seguro de cómo solucionarlo o si es incluso reparable.,0,tristeza
"No tengo nada que comparar este amor, pero estoy seguro de que es un verdadero amor profundo",1,alegria
No puedo comenzar a imaginar cómo debe sentirse ser una persona maravillosa inteligente que es limitada de alguna manera debido a una discapacidad de Phyica,1,alegria
Me he dado cuenta de la semana pasada es que está bien sentirse desconsolado,0,tristeza
Noto que los momentos agradables son aún más agradables porque reconozco cuán lejos están los sentimientos de la horrible sensación que tengo cuando sucede algo malo.,0,tristeza
Me rodeo de versos bíblicos que me ayudan a trascender a un espacio donde me siento seguro y seguro,1,alegria
Estaba gritando al grupo en frente y no recibí una respuesta y me preocupaba cada vez más y me sentía cada vez más frustrado con los que quedan atrás a pesar de las repetidas explicaciones y las súplicas de mí con respecto a la necesidad de ponerse al día con el grupo anticipado,3,ira
También me siento inútil y no cumplido,0,tristeza
Ojalá tuviera la semana libre también me siento como una suave semana de ordenar y limpiar viendo películas antiguas y televisión diurna con ellos con ellos.,1,alegria
Siento que no puedo manejar este despliegue o que soy miserable,0,tristeza
No creo que estos sentimientos se puedan atribuir únicamente a la falta de empatía hacia la vida familiar por parte de los responsables políticos y empleadores gubernamentales que el análisis en esta encuesta parece sugerir,0,tristeza
Extraño sentirte que te odié,3,ira
"Siento que este producto merece una revisión positiva, quiero dejarte con un pensamiento final algo contradictorio",1,alegria
Espero usar este sitio de blog para poner mis sentimientos en palabras y dejar mirar atrás y ver cuán decidido soy esta hermosa mañana para ser más saludable.,1,alegria
Me siento alegre de mi nuevo comienzo,1,alegria
"Espero que puedas sentirte feliz de que ella te haya dado tantas cosas, incluidos recuerdos que puedes apreciar",1,alegria
Me siento fuerte confiado inteligente y listo para salir al mundo real,1,alegria
Me sentiré fantástico renovado y rejuvenecido como si me hubiera despertado de una siesta de hora tranquila,1,alegria
"Se me ocurre esencialmente rastrea el impulso gradualmente, lo que creo que es tan importante como los resultados del juego para el juego",1,alegria
"Sin embargo, siento que esta administración es tan peligrosa que no tengo más remedio que hablar",3,ira
Necesito superar el dolor y tal vez incluso sentirme enojado,3,ira
Me siento vacío cuando no tengo algo que cuidar,0,tristeza
Creo que los sentimientos son una de las cosas más importantes que tenemos,1,alegria
Me siento ridículo incluso pensando en estas cosas,5,sorpresa
"No me siento abrumado por la escuela todavía solo lo doy una semana más o menos, ja",5,sorpresa
Tengo que admitir que me sentía bastante cachonda Nicole,2,amor
Pude sentir el calor radiante de emanar de su sexo desnudo alcanzando con delantero la punta de mi dureza de mi dureza,1,alegria
"Seguí mirando su belleza para sentir la profundidad de sus ojos, su piel perfecta me dio las vibraciones que sus hermosos labios sostenían mis latidos y su elegancia estaba logrando quitarme el corazón.",1,alegria
Me siento un poco podrido,0,tristeza
Me siento afortunado en mi cumpleaños,1,alegria
No sé que me siento confundido,4,miedo
Me siento cautelosamente optimista sobre la dirección que se dirige el anime,1,alegria
"Me di cuenta, pero el dolor que sientes en tu propio corazón de aquellos a quienes has abusado te torturará durante la duración de tu vida.",0,tristeza
También me siento muy sentimental y no puedo esperar para estar en Vermont para Navidad con toda la familia Ryan,0,tristeza
Ya siento que es que las explosiones y las dudas del año pasado se suavizaran en saltos comprometidos y rítmicos hacia adelante como su,1,alegria
"Siento que estoy dando un discurso después de recibir un premio o algo así, pero me gustaría agradecer públicamente a Mark por ser tan solidario",2,amor
"Tiendo a estar de acuerdo y, por lo tanto, cuando siento la quemadura, llamo para usted mi dolor de sirena que resuena a través de los años y las hojas oscuras hasta que llegue mojado con lluvia y anticipación",0,tristeza
Siento que probablemente me hubiera gustado este libro un poco más si no fuera una historia tan simple.,2,amor
Me siento y me sorprendió saber dónde aparece Papamoka,5,sorpresa
No estoy tratando de estar en desacuerdo con las relaciones entre personas del mismo sexo o qué para mí se siente raro GT,4,miedo
Me alejo de las canciones que hablan sobre cómo me siento hacia Dios o que tal vez incluso hable de mi fiel respuesta hacia Dios.,2,amor
"Puedo sentarme en mi mazo y absorber la calidez y el sol, y a veces se siente bien que el mundo todavía esté de pie a pesar de que no estoy",1,alegria
"Sin embargo, no siento que la pérdida de la vida del oficial Nicholsons fue más trágica que la muerte de la joven madre cuyo asesinato comenzó todo este escenario en movimiento",0,tristeza
Estoy en USD y me siento muy satisfecho con lo poco que pasé,1,alegria
"Me gustaría aprovechar esta oportunidad para decir cuán increíbles son su familia todos ellos me hicieron sentir bienvenido y si tengo hijos que son la mitad de los hermosos que los niños que estaban sentados en mi mesa, sería muy feliz.",1,alegria
Me siento mucho más seguro sobre el camino que he elegido,1,alegria
